"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets Received","Likes Received","Tweet Location","Tweet Language","User  Id",Name,Username,"User Bio","Verified or Non-Verified","Profile URL","User Followers","User Following","User Account Creation Date"
"""1453685501697957891""",https://twitter.com/ZosteraR/status/1453685501697957891,"28 Oct 2021 11:30:06","""Seagrass ecosystem services #CWTC21 https://t.co/8SKpmYyJ2q via @YouTube""",ReTweet,"""Twitter for Android""",2,0,"""""",English,"""2271596911""","""Richard Unsworth 🏴󠁧󠁢󠁷󠁬󠁳󠁿""",ZosteraR,"""#Seagrass @ProjectSeagrass @swanseauni #Marine Science 4 #Conservation #oceans #eelgrass #ExtinctionRebellion #europe #indywales Views of Richard Unsworth""",Non-Verified,https://twitter.com/ZosteraR,22415,11951,"01-Jan-2014 12:40:23"
"""1453673063460089860""",https://twitter.com/ManlaIsabella/status/1453673063460089860,"28 Oct 2021 10:40:40","""Mangrove forests sequester disproportionally large amounts of CO2 &amp; thus there is considerable interest in restoration to mitigate &amp; adapt to climate change. #Restoration can provide multiple ecosystem service benefits, such coastal protection &amp; supporting fisheries #CWTC21 1/5 https://t.co/PnhFp4IpDr""",ReTweet,"""Twitter for Android""",23,0,"""""",English,"""1524124207""","""Manla Isabella""",ManlaIsabella,"""Country Representative ICCDI Africa #ClimateWednesday-Cameroon🇨🇲/ Fisheries Scientist/passionate about Agriculture, Sustainable Development & Climate Change.""",Non-Verified,https://twitter.com/ManlaIsabella,190,526,"17-Jun-2013 06:42:55"
"""1453670971689377792""",https://twitter.com/BrandquistAnita/status/1453670971689377792,"28 Oct 2021 10:32:22","""Seagrass ecosystem services #CWTC21 https://t.co/8SKpmYyJ2q via @YouTube""",Tweet,"""Twitter for iPhone""",2,1,"""""",English,"""3079118932""","""Anita Brandquist""",BrandquistAnita,"""""",Non-Verified,https://twitter.com/BrandquistAnita,3,39,"08-Mar-2015 10:20:05"
"""1453647071760814084""",https://twitter.com/amydoz/status/1453647071760814084,"28 Oct 2021 08:57:24","""Saltmarsh &amp; Mangrove ecosystems are important #NatureBasedSolutions to #ClimateChange, removing carbon from the environment &amp; storing it at very high rates. Most of this #BlueCarbon is stored in the soil, but amounts can be highly variable #CWTC21 @globalwetlands 1/5 https://t.co/ksYsGoXR9I""",ReTweet,"""Twitter Web App""",24,0,"""""",English,"""35399468""","""amy dozier 🌿🏺""",amydoz,"""art + heritage + equality + birds and bees (literally). californian graphic designer & scicommer for marine research projects by day. asleep come nightfall.""",Non-Verified,https://twitter.com/amydoz,607,1839,"26-Apr-2009 04:11:57"
"""1453646059834589185""",https://twitter.com/ecostructure_/status/1453646059834589185,"28 Oct 2021 08:53:22","""Saltmarsh &amp; Mangrove ecosystems are important #NatureBasedSolutions to #ClimateChange, removing carbon from the environment &amp; storing it at very high rates. Most of this #BlueCarbon is stored in the soil, but amounts can be highly variable #CWTC21 @globalwetlands 1/5 https://t.co/ksYsGoXR9I""",ReTweet,"""Twitter Web App""",24,0,"""""",English,"""880711459017240576""","""ECOSTRUCTURE""",ecostructure_,"""An @irelandwales project researching ways to improve biodiversity on coastal structures and benefit communities through #ecologicalengineering enhancements.""",Non-Verified,https://twitter.com/ecostructure_,1295,1359,"30-Jun-2017 08:55:49"
"""1453643397718183937""",https://twitter.com/stephen_fricker/status/1453643397718183937,"28 Oct 2021 08:42:48","""4/5 #CWTC21 
We also found:
-⬆️of 1.5ºC of❄️max🌡️
- 180% increase in the nº of nights with mean🌡️above 11ºC …since the 1940s.
This trend suggests that in ~180 years, all winter nights will reach 11ºC on average and #bathibernation will vanish in #coastal #Mediterranean habitats https://t.co/LbGiso9IME""",ReTweet,"""Twitter Web App""",1,0,"""""",English,"""3292252552""","""Stephen Fricker""",stephen_fricker,"""Manage mosquito surveillance and control @HEHPeople, UniSA. Interests include public health, Environment, Evolution. Mosquitos. Opinions expressed are my own.""",Non-Verified,https://twitter.com/stephen_fricker,385,529,"21-May-2015 00:44:28"
"""1453624579000180736""",https://twitter.com/Afuentepinero/status/1453624579000180736,"28 Oct 2021 07:28:01","""Species diversity, their functional attributes &amp; traits underpins ecosystem functioning. However, we often assess ecosystems’ biodiversity solely by species census. Wouldn’t be better to explicitly measure functions that species perform in the ecosystem? 🤷🏽‍♂️ #CWTC21 1/5 https://t.co/F1dIihKOiI""",ReTweet,"""Twitter for iPhone""",14,0,"""""",English,"""807788933237055488""","""Alejandro de la Fuente""",Afuentepinero,"""PhD student seeking to understand how tropical montane ecosystems respond to climate change. #biogeography #macroecology #climatechange""",Non-Verified,https://twitter.com/Afuentepinero,257,536,"11-Dec-2016 03:27:44"
"""1453618528406413315""",https://twitter.com/sansan9936/status/1453618528406413315,"28 Oct 2021 07:03:58","""Species diversity, their functional attributes &amp; traits underpins ecosystem functioning. However, we often assess ecosystems’ biodiversity solely by species census. Wouldn’t be better to explicitly measure functions that species perform in the ecosystem? 🤷🏽‍♂️ #CWTC21 1/5 https://t.co/F1dIihKOiI""",ReTweet,"""Twitter for iPhone""",14,0,"""""",English,"""252610894""","""shantika maylana sp""",sansan9936,"""Environmentalist""",Non-Verified,https://twitter.com/sansan9936,652,1041,"15-Feb-2011 15:06:30"
"""1453612733987901441""",https://twitter.com/ramusal/status/1453612733987901441,"28 Oct 2021 06:40:57","""#Mangroverestoration can provide multiple ecosystem service &amp; biodiversity benefits. However, information on mangrove restoration is disparate, with project outcomes and failures often underreported. Here, we review the consistency of reporting in published literature #CWTC21 1/5 https://t.co/VssMESwDq1""",ReTweet,"""Twitter for iPhone""",16,0,"""""",English,"""129409244""","""Raquel Muñiz-Salazar""",ramusal,"""Research scientist
Genomic epidemiology of #Tuberculosis #TB
#DrugResistance #Migration 
#GlobalHealth #ZoonoticTB
#cimarrona #UABC""",Non-Verified,https://twitter.com/ramusal,78,453,"04-Apr-2010 05:45:19"
"""1453611913317949441""",https://twitter.com/Wetlandsforum/status/1453611913317949441,"28 Oct 2021 06:37:41","""#Restoration of #mangroves is happening all over the world, motivated by local &amp; global initiatives &amp; targets. But we currently struggle to track what impact we’re having. Our new Mangrove Restoration Tracker Tool (MRTT) aims to change that! #CWTC21 1/5 https://t.co/DK9PWbfccH""",ReTweet,"""Twitter for Android""",17,0,"""""",English,"""3436015378""","""Wetlandsforum""",Wetlandsforum,"""A pan-African information hub for  community of practice for wise use of wetlands""",Non-Verified,https://twitter.com/Wetlandsforum,332,295,"22-Aug-2015 21:14:13"
"""1453611780316401664""",https://twitter.com/robert_p_streit/status/1453611780316401664,"28 Oct 2021 06:37:09","""As host of Australia’s national platform for underwater #computervision, we automatically identify and count fish in coastal wetlands, accurately even at high numbers in #BRUVS. Learn more at:
https://t.co/w0FAULg8C8

Hear from @eco_ell
https://t.co/LhBAX3mLv8

#CWTC21 2/5 https://t.co/RZ9OfqGDYp""",ReTweet,"""Twitter Web App""",19,0,"""""",English,"""3625096754""","""Robert Streit""",robert_p_streit,"""Postdoc in the @ReefFunctionHub & @bellwoodlab at @jcu and @CoralCoE.
Reef fish space use research and communications for @ReefFunctionHub.""",Non-Verified,https://twitter.com/robert_p_streit,1036,853,"20-Sep-2015 08:45:19"
"""1453608372154994695""",https://twitter.com/HEHPeople/status/1453608372154994695,"28 Oct 2021 06:23:37","""🚨One day to go! Join the Coastal Wetlands Twitter Conference &amp; like, comment, re-tweet with over 40 presenters. Check out the #CWTC21 program: https://t.co/SlpTw32DsD

📅26 - 27 Oct 
🌏3 sessions for different time zones 
➡️4 keynote presentations
#mangroves #seagrass #saltmarsh https://t.co/qhjB66qJ3o""",ReTweet,"""Twitter for Android""",6,0,"""""",English,"""962291391215779840""","""Healthy Environments, Healthy People""",HEHPeople,"""Our group aims to improve the health of people and places by studying  the interaction between the environment and human health.""",Non-Verified,https://twitter.com/HEHPeople,259,336,"10-Feb-2018 11:45:20"
"""1453596633082388486""",https://twitter.com/FanCoralLab/status/1453596633082388486,"28 Oct 2021 05:36:58","""#Seagrasses are important coastal ecosystems that are increasingly threatened by human activities

We need to know where and why seagrasses are in decline to improve management

#CWTC21 1/5 https://t.co/BeGDiZGszc""",ReTweet,"""Twitter Web App""",21,0,"""""",English,"""1333648117313409024""","""FanCoralLab""",FanCoralLab,"""We are a coral ecology lab based in southern Taiwan interested in climate change resistance/resilience, coral reef community dynamics, and coral aquaculture.""",Non-Verified,https://twitter.com/FanCoralLab,164,231,"01-Dec-2020 05:44:39"
"""1453589937211654144""",https://twitter.com/DavidOzroWoods/status/1453589937211654144,"28 Oct 2021 05:10:22","""In Gulf of Mexico coastal wetlands, warmer winter temps = more black #mangroves (Avicennia germinans). So what happened in the ecotone after sub-zero temps hit the TX coast in Feb 2021? Will mangroves recover, or will marsh plants take over? Follow along to find out🧵#CWTC21 1/5 https://t.co/HEpOsdXHJt""",ReTweet,"""Twitter for iPhone""",15,0,"""""",English,"""1356865868584554499""","""David Ozro Woods""",DavidOzroWoods,"""University of Arizona May 2022 | Conservation Biology Major | Studying fungal endophytes""",Non-Verified,https://twitter.com/DavidOzroWoods,7,19,"03-Feb-2021 07:23:34"
"""1453589925471809544""",https://twitter.com/DavidOzroWoods/status/1453589925471809544,"28 Oct 2021 05:10:19","""Mangrove recovery will be driven by seedling recruitment. More seedlings recruited where more adult mangroves were present = propagules survived the freeze! But, fewer (though taller) seedlings in marsh patches = will marsh vegetation inhibit seedling survival? #CWTC21 4/5 https://t.co/DIXe9H6jYY""",ReTweet,"""Twitter for iPhone""",2,0,"""""",English,"""1356865868584554499""","""David Ozro Woods""",DavidOzroWoods,"""University of Arizona May 2022 | Conservation Biology Major | Studying fungal endophytes""",Non-Verified,https://twitter.com/DavidOzroWoods,7,19,"03-Feb-2021 07:23:34"
"""1453589901551685635""",https://twitter.com/DavidOzroWoods/status/1453589901551685635,"28 Oct 2021 05:10:13","""Did the freeze tip the balance in the ecotone? Marsh plants are growing in fast, but aren't yet excluding mangrove seedlings = mangroves are staging a comeback.
Is mangrove restoration needed? Probably not - propagules survived the freeze. The ecotone will persist! 
#CWTC21 5/5 https://t.co/zV4knuyAOB""",ReTweet,"""Twitter for iPhone""",2,0,"""""",English,"""1356865868584554499""","""David Ozro Woods""",DavidOzroWoods,"""University of Arizona May 2022 | Conservation Biology Major | Studying fungal endophytes""",Non-Verified,https://twitter.com/DavidOzroWoods,7,19,"03-Feb-2021 07:23:34"
"""1453585674871869443""",https://twitter.com/pkarp24/status/1453585674871869443,"28 Oct 2021 04:53:25","""@StacyScientist @NMNH @UBBZE @WWF_Belize @pewenvironment You can also find out more in the #BelizeBlueCarbon project from @hkmorrissette who presented at the @globalwetlands Twitter conference yesterday #CWTC21""",ReTweet,"""Twitter for iPhone""",1,0,"""""",English,"""1128893598""","""pkarp24""",pkarp24,"""Independent Citizen Scientist & Ocean Advocate; former Knowledge Management Specialist at World Bank; focus on interface between conservation & livelihoods""",Non-Verified,https://twitter.com/pkarp24,896,1250,"28-Jan-2013 18:50:06"
"""1453580982083211265""",https://twitter.com/jorgealpg/status/1453580982083211265,"28 Oct 2021 04:34:47","""Mangrove Forests around the world are under imminent threat. They are turning into cesspits of fossil-fuel based solid waste and industrial &amp; agrochemical runoff.
We must come together to globally monitor and restore these key ecosystems. #CWTC21 @globalwetlands #mangroves https://t.co/2Gt98ngiWX""",ReTweet,"""Twitter Web App""",5,0,"""""",English,"""1046250758""","""jorge""",jorgealpg,"""""",Non-Verified,https://twitter.com/jorgealpg,113,339,"29-Dec-2012 23:20:39"
"""1453577671103844352""",https://twitter.com/amanvincent/status/1453577671103844352,"28 Oct 2021 04:21:37","""👏Thanks for joining us &amp; being part of #CWTC21! Our 40 presenters represented 13 countries talking #mangroves #seagrass #saltmarsh

👏Thanks to our keynote speakers @AnushaRajkaran @ResearchLina @SieversSci @KerryleeRogers_

➡️Access the presentations at:
https://t.co/SlpTw32DsD""",ReTweet,"""Twitter for Android""",10,0,"""""",English,"""4228281136""","""Aman Vincent💡""",amanvincent,"""Tweeting Great Ideas,Sharing Knowledge & Encouraging All to Grow :)....""",Non-Verified,https://twitter.com/amanvincent,1182,3082,"19-Nov-2015 18:17:54"
"""1453577654385328141""",https://twitter.com/amanvincent/status/1453577654385328141,"28 Oct 2021 04:21:33","""Catch up on all the presentations and keynotes from @globalwetlands Coastal Wetlands Twitter Conference through the link below! #CWTC21 https://t.co/PLSlnZO4nj""",ReTweet,"""Twitter for Android""",3,0,"""""",English,"""4228281136""","""Aman Vincent💡""",amanvincent,"""Tweeting Great Ideas,Sharing Knowledge & Encouraging All to Grow :)....""",Non-Verified,https://twitter.com/amanvincent,1182,3082,"19-Nov-2015 18:17:54"
"""1453577197743079426""",https://twitter.com/amanvincent/status/1453577197743079426,"28 Oct 2021 04:19:44","""Mangrove forests sequester disproportionally large amounts of CO2 &amp; thus there is considerable interest in restoration to mitigate &amp; adapt to climate change. #Restoration can provide multiple ecosystem service benefits, such coastal protection &amp; supporting fisheries #CWTC21 1/5 https://t.co/PnhFp4IpDr""",ReTweet,"""Twitter for Android""",23,0,"""""",English,"""4228281136""","""Aman Vincent💡""",amanvincent,"""Tweeting Great Ideas,Sharing Knowledge & Encouraging All to Grow :)....""",Non-Verified,https://twitter.com/amanvincent,1182,3082,"19-Nov-2015 18:17:54"
"""1453577153434423306""",https://twitter.com/amanvincent/status/1453577153434423306,"28 Oct 2021 04:19:34","""#Mangroverestoration can provide multiple ecosystem service &amp; biodiversity benefits. However, information on mangrove restoration is disparate, with project outcomes and failures often underreported. Here, we review the consistency of reporting in published literature #CWTC21 1/5 https://t.co/VssMESwDq1""",ReTweet,"""Twitter for Android""",16,0,"""""",English,"""4228281136""","""Aman Vincent💡""",amanvincent,"""Tweeting Great Ideas,Sharing Knowledge & Encouraging All to Grow :)....""",Non-Verified,https://twitter.com/amanvincent,1182,3082,"19-Nov-2015 18:17:54"
"""1453575493937074181""",https://twitter.com/fadelabuaufa/status/1453575493937074181,"28 Oct 2021 04:12:58","""Mangroves are incredible natural solutions for mitigating many aspects of climate change, and their ability to sequester carbon long-term within the sediments is of particular interest for countries creating plans of action as part of the Paris Climate Agreement #CWTC21 2/5 https://t.co/s7hY7T9RfA""",ReTweet,"""Twitter for Android""",4,0,"""""",English,"""778381364676612096""","""Fadel Abu Aufa""",fadelabuaufa,"""Ketua ASIDEWI Madura Raya | Direktur @MaduraVacation | Sekretaris @RengPaseser | Tour Guide Local Madura | Kurir #SR Sumenep |
 WA 0856 3366 391""",Non-Verified,https://twitter.com/fadelabuaufa,347,823,"20-Sep-2016 23:52:33"
"""1453563772711301122""",https://twitter.com/radb06/status/1453563772711301122,"28 Oct 2021 03:26:23","""And that’s a wrap! #CWTC21 

What and incredible body of #coastal #wetland research

Scroll through and review your favourite presentations again, from beginning to end! 👇

Thanks @globalwetlands for hosting! https://t.co/Udo4yIDUqN""",ReTweet,"""Twitter for Android""",4,0,"""""",English,"""1148225991480733696""","""Radhika Bhargava""",radb06,"""2021 #NatGeoExplorer
PhD Candidate | @NUSgeog
🇮🇳🇱🇷🇸🇬
#Sundarbans #Mangrove #Erosion #Transboundary
🌏🛰️🌊
Dive. Dance. Trek. Travel. Science. Art. Food.""",Non-Verified,https://twitter.com/radb06,361,708,"08-Jul-2019 13:43:04"
"""1453559347473264641""",https://twitter.com/DiosMora87/status/1453559347473264641,"28 Oct 2021 03:08:48","""Mangrove forests sequester disproportionally large amounts of CO2 &amp; thus there is considerable interest in restoration to mitigate &amp; adapt to climate change. #Restoration can provide multiple ecosystem service benefits, such coastal protection &amp; supporting fisheries #CWTC21 1/5 https://t.co/PnhFp4IpDr""",ReTweet,"""Twitter Web App""",23,0,"""""",English,"""1083206206167105536""","""𝗗𝗶𝗲𝗴𝗼 𝗢𝘀𝘄𝗮𝗹𝗱𝗼 𝗠𝗼𝗿𝗮 ™""",DiosMora87,"""Isabella´s Dad. Interest Areas: Human dimensions of natural management|International Forestry and Development|Public Finance and Policy Instruments|UBUNTU.""",Non-Verified,https://twitter.com/DiosMora87,77,84,"10-Jan-2019 03:37:39"
"""1453534553184690179""",https://twitter.com/Theresa_Reel/status/1453534553184690179,"28 Oct 2021 01:30:17","""Saltmarsh &amp; Mangrove ecosystems are important #NatureBasedSolutions to #ClimateChange, removing carbon from the environment &amp; storing it at very high rates. Most of this #BlueCarbon is stored in the soil, but amounts can be highly variable #CWTC21 @globalwetlands 1/5 https://t.co/ksYsGoXR9I""",ReTweet,"""Twitter Web App""",24,0,"""""",English,"""379367315""","""Theresa  Reel""",Theresa_Reel,"""A woman who has given up on the big picture and is focused only on the smaller, sacred spaces, and moments, on my path.""",Non-Verified,https://twitter.com/Theresa_Reel,311,171,"24-Sep-2011 20:51:28"
"""1453533647743512576""",https://twitter.com/The_IPBC/status/1453533647743512576,"28 Oct 2021 01:26:41","""#Carbon cycles in #bluecarbon ecosystems such as #mangrove forests that involve detritivores, decomposers and crab burrows are complex. To better understand the complex carbon cycle, we need better analytical techniques. #CWTC21 1/5 https://t.co/92Sr44v27N""",ReTweet,"""Twitter Web App""",8,0,"""""",English,"""1277756967679737856""","""The International Partnership for Blue Carbon""",The_IPBC,"""A global network of 50+ governments, NGOs, intergovernmental organizations and research institutions committed to conserving #BlueCarbon coastal ecosystems.""",Non-Verified,https://twitter.com/The_IPBC,75,78,"30-Jun-2020 00:13:45"
"""1453533545570340864""",https://twitter.com/The_IPBC/status/1453533545570340864,"28 Oct 2021 01:26:17","""#Mangroverestoration can provide multiple ecosystem service &amp; biodiversity benefits. However, information on mangrove restoration is disparate, with project outcomes and failures often underreported. Here, we review the consistency of reporting in published literature #CWTC21 1/5 https://t.co/VssMESwDq1""",ReTweet,"""Twitter Web App""",16,0,"""""",English,"""1277756967679737856""","""The International Partnership for Blue Carbon""",The_IPBC,"""A global network of 50+ governments, NGOs, intergovernmental organizations and research institutions committed to conserving #BlueCarbon coastal ecosystems.""",Non-Verified,https://twitter.com/The_IPBC,75,78,"30-Jun-2020 00:13:45"
"""1453533488594907139""",https://twitter.com/sergededina/status/1453533488594907139,"28 Oct 2021 01:26:03","""Saltmarsh &amp; Mangrove ecosystems are important #NatureBasedSolutions to #ClimateChange, removing carbon from the environment &amp; storing it at very high rates. Most of this #BlueCarbon is stored in the soil, but amounts can be highly variable #CWTC21 @globalwetlands 1/5 https://t.co/ksYsGoXR9I""",ReTweet,"""Twitter for iPad""",24,0,"""""",English,"""152779870""","""Serge Dedina""",sergededina,"""Coastal conservationist from Imperial Beach, CA, ED of WILDCOAST/COSTASALVAJE. Author of Surfing the Border, Wild Sea and Saving the Gray Whale.""",Non-Verified,https://twitter.com/sergededina,1791,1086,"06-Jun-2010 21:27:55"
"""1453515624752156672""",https://twitter.com/Eliwhitown2005/status/1453515624752156672,"28 Oct 2021 00:15:04","""Saltmarsh &amp; Mangrove ecosystems are important #NatureBasedSolutions to #ClimateChange, removing carbon from the environment &amp; storing it at very high rates. Most of this #BlueCarbon is stored in the soil, but amounts can be highly variable #CWTC21 @globalwetlands 1/5 https://t.co/ksYsGoXR9I""",ReTweet,"""Twitter for iPhone""",24,0,"""""",English,"""3062829144""","""Elizabeth White""",Eliwhitown2005,"""A single green vine shoot is able to grow through cement""",Non-Verified,https://twitter.com/Eliwhitown2005,23,58,"05-Mar-2015 12:42:19"
"""1453514683651133445""",https://twitter.com/IsamarCortes1/status/1453514683651133445,"28 Oct 2021 00:11:20","""Saltmarsh &amp; Mangrove ecosystems are important #NatureBasedSolutions to #ClimateChange, removing carbon from the environment &amp; storing it at very high rates. Most of this #BlueCarbon is stored in the soil, but amounts can be highly variable #CWTC21 @globalwetlands 1/5 https://t.co/ksYsGoXR9I""",ReTweet,"""Twitter Web App""",24,0,"""""",English,"""2245798510""","""Isamar Marie Cortés Cortés 🇵🇷🇺🇸""",IsamarCortes1,"""Geographer. Ph.D. Candidate @MSU_Coastal, predoctoral fellow @NASA. @GeoLatinas @CodeCommunicate. Student Liaison for AGU EPSP program committee.""",Non-Verified,https://twitter.com/IsamarCortes1,902,850,"27-Dec-2013 03:58:17"
